r,t,y,DiscountedTechnologyEmissionsPenalty
RE1,PWRTRNBG1,2046,0
RE1,PWRTRNBG1,2047,0
RE1,PWRTRNBG1,2048,0
RE1,PWRTRNBG1,2049,0
RE1,PWRTRNBG1,2050,0
RE1,PWRTRNBG2,2017,0
RE1,PWRTRNBG2,2018,0
RE1,PWRTRNBG2,2019,0
RE1,PWRTRNBG2,2020,0
RE1,PWRTRNBG2,2021,0
RE1,PWRTRNBG2,2022,0
RE1,PWRTRNBG2,2023,0
RE1,PWRTRNBG2,2024,0
RE1,PWRTRNBG2,2025,0
RE1,PWRTRNBG2,2026,0
RE1,PWRTRNBG2,2027,0
RE1,PWRTRNBG2,2028,0
RE1,PWRTRNBG2,2029,0
RE1,PWRTRNBG2,2030,0
RE1,PWRTRNBG2,2031,0
RE1,PWRTRNBG2,2032,0
RE1,PWRTRNBG2,2033,0
RE1,PWRTRNBG2,2034,0
RE1,PWRTRNBG2,2035,0
RE1,PWRTRNBG2,2036,0
RE1,PWRTRNBG2,2037,0
RE1,PWRTRNBG2,2038,0
RE1,PWRTRNBG2,2039,0
RE1,PWRTRNBG2,2040,0
RE1,PWRTRNBG2,2041,0
RE1,PWRTRNBG2,2042,0
RE1,PWRTRNBG2,2043,0
RE1,PWRTRNBG2,2044,0
RE1,PWRTRNBG2,2045,0
RE1,PWRTRNBG2,2046,0
RE1,PWRTRNBG2,2047,0
RE1,PWRTRNBG2,2048,0
RE1,PWRTRNBG2,2049,0
RE1,PWRTRNBG2,2050,0
RE1,PWRTRNC01,2017,0
RE1,PWRTRNC01,2018,0
RE1,PWRTRNC01,2019,0
RE1,PWRTRNC01,2020,0
RE1,PWRTRNC01,2021,0
RE1,PWRTRNC01,2022,0
RE1,PWRTRNC01,2023,0
RE1,PWRTRNC01,2024,0
RE1,PWRTRNC01,2025,0
RE1,PWRTRNC01,2026,0
RE1,PWRTRNC01,2027,0
RE1,PWRTRNC01,2028,0
RE1,PWRTRNC01,2029,0
RE1,PWRTRNC01,2030,0
RE1,PWRTRNC01,2031,0
RE1,PWRTRNC01,2032,0
RE1,PWRTRNC01,2033,0
RE1,PWRTRNC01,2034,0
RE1,PWRTRNC01,2035,0
RE1,PWRTRNC01,2036,0
RE1,PWRTRNC01,2037,0
RE1,PWRTRNC01,2038,0
RE1,PWRTRNC01,2039,0
RE1,PWRTRNC01,2040,0
RE1,PWRTRNC01,2041,0
RE1,PWRTRNC01,2042,0
RE1,PWRTRNC01,2043,0
RE1,PWRTRNC01,2044,0
RE1,PWRTRNC01,2045,0
RE1,PWRTRNC01,2046,0
RE1,PWRTRNC01,2047,0
RE1,PWRTRNC01,2048,0
RE1,PWRTRNC01,2049,0
RE1,PWRTRNC01,2050,0
RE1,PWRTRNCA1,2017,0
RE1,PWRTRNCA1,2018,0
RE1,PWRTRNCA1,2019,0
RE1,PWRTRNCA1,2020,0
RE1,PWRTRNCA1,2021,0
RE1,PWRTRNCA1,2022,0
RE1,PWRTRNCA1,2023,0
RE1,PWRTRNCA1,2024,0
RE1,PWRTRNCA1,2025,0
RE1,PWRTRNCA1,2026,0
RE1,PWRTRNCA1,2027,0
RE1,PWRTRNCA1,2028,0
RE1,PWRTRNCA1,2029,0
RE1,PWRTRNCA1,2030,0
RE1,PWRTRNCA1,2031,0
RE1,PWRTRNCA1,2032,0
RE1,PWRTRNCA1,2033,0
RE1,PWRTRNCA1,2034,0
RE1,PWRTRNCA1,2035,0
RE1,PWRTRNCA1,2036,0
RE1,PWRTRNCA1,2037,0
RE1,PWRTRNCA1,2038,0
RE1,PWRTRNCA1,2039,0
RE1,PWRTRNCA1,2040,0
RE1,PWRTRNCA1,2041,0
RE1,PWRTRNCA1,2042,0
RE1,PWRTRNCA1,2043,0
RE1,PWRTRNCA1,2044,0
RE1,PWRTRNCA1,2045,0
RE1,PWRTRNCA1,2046,0
RE1,PWRTRNCA1,2047,0
RE1,PWRTRNCA1,2048,0
RE1,PWRTRNCA1,2049,0
RE1,PWRTRNCA1,2050,0
RE1,PWRTRNCA2,2017,0
RE1,PWRTRNCA2,2018,0
RE1,PWRTRNCA2,2019,0
RE1,PWRTRNCA2,2020,0
RE1,PWRTRNCA2,2021,0
RE1,PWRTRNCA2,2022,0
RE1,PWRTRNCA2,2023,0
RE1,PWRTRNCA2,2024,0
RE1,PWRTRNCA2,2025,0
RE1,PWRTRNCA2,2026,0
RE1,PWRTRNCA2,2027,0
RE1,PWRTRNCA2,2028,0
RE1,PWRTRNCA2,2029,0
RE1,PWRTRNCA2,2030,0
RE1,PWRTRNCA2,2031,0
RE1,PWRTRNCA2,2032,0
RE1,PWRTRNCA2,2033,0
RE1,PWRTRNCA2,2034,0
RE1,PWRTRNCA2,2035,0
RE1,PWRTRNCA2,2036,0
RE1,PWRTRNCA2,2037,0
RE1,PWRTRNCA2,2038,0
RE1,PWRTRNCA2,2039,0
RE1,PWRTRNCA2,2040,0
RE1,PWRTRNCA2,2041,0
RE1,PWRTRNCA2,2042,0
RE1,PWRTRNCA2,2043,0
RE1,PWRTRNCA2,2044,0
RE1,PWRTRNCA2,2045,0
RE1,PWRTRNCA2,2046,0
RE1,PWRTRNCA2,2047,0
RE1,PWRTRNCA2,2048,0
RE1,PWRTRNCA2,2049,0
RE1,PWRTRNCA2,2050,0
RE1,PWRTRNCP1,2017,0
RE1,PWRTRNCP1,2018,0
RE1,PWRTRNCP1,2019,0
RE1,PWRTRNCP1,2020,0
RE1,PWRTRNCP1,2021,0
RE1,PWRTRNCP1,2022,0
RE1,PWRTRNCP1,2023,0
RE1,PWRTRNCP1,2024,0
RE1,PWRTRNCP1,2025,0
RE1,PWRTRNCP1,2026,0
RE1,PWRTRNCP1,2027,0
RE1,PWRTRNCP1,2028,0
RE1,PWRTRNCP1,2029,0
RE1,PWRTRNCP1,2030,0
RE1,PWRTRNCP1,2031,0
RE1,PWRTRNCP1,2032,0
RE1,PWRTRNCP1,2033,0
RE1,PWRTRNCP1,2034,0
RE1,PWRTRNCP1,2035,0
RE1,PWRTRNCP1,2036,0
RE1,PWRTRNCP1,2037,0
RE1,PWRTRNCP1,2038,0
RE1,PWRTRNCP1,2039,0
RE1,PWRTRNCP1,2040,0
RE1,PWRTRNCP1,2041,0
RE1,PWRTRNCP1,2042,0
RE1,PWRTRNCP1,2043,0
RE1,PWRTRNCP1,2044,0
RE1,PWRTRNCP1,2045,0
RE1,PWRTRNCP1,2046,0
RE1,PWRTRNCP1,2047,0
RE1,PWRTRNCP1,2048,0
RE1,PWRTRNCP1,2049,0
RE1,PWRTRNCP1,2050,0
RE1,PWRTRNCP2,2017,0
RE1,PWRTRNCP2,2018,0
RE1,PWRTRNCP2,2019,0
RE1,PWRTRNCP2,2020,0
RE1,PWRTRNCP2,2021,0
RE1,PWRTRNCP2,2022,0
RE1,PWRTRNCP2,2023,0
RE1,PWRTRNCP2,2024,0
RE1,PWRTRNCP2,2025,0
RE1,PWRTRNCP2,2026,0
RE1,PWRTRNCP2,2027,0
RE1,PWRTRNCP2,2028,0
RE1,PWRTRNCP2,2029,0
RE1,PWRTRNCP2,2030,0
RE1,PWRTRNCP2,2031,0
RE1,PWRTRNCP2,2032,0
RE1,PWRTRNCP2,2033,0
RE1,PWRTRNCP2,2034,0
RE1,PWRTRNCP2,2035,0
RE1,PWRTRNCP2,2036,0
RE1,PWRTRNCP2,2037,0
RE1,PWRTRNCP2,2038,0
RE1,PWRTRNCP2,2039,0
RE1,PWRTRNCP2,2040,0
RE1,PWRTRNCP2,2041,0
RE1,PWRTRNCP2,2042,0
RE1,PWRTRNCP2,2043,0
RE1,PWRTRNCP2,2044,0
RE1,PWRTRNCP2,2045,0
RE1,PWRTRNCP2,2046,0
RE1,PWRTRNCP2,2047,0
RE1,PWRTRNCP2,2048,0
RE1,PWRTRNCP2,2049,0
RE1,PWRTRNCP2,2050,0
RE1,PWRTRND01,2017,0
RE1,PWRTRND01,2018,0
RE1,PWRTRND01,2019,0
RE1,PWRTRND01,2020,0
RE1,PWRTRND01,2021,0
RE1,PWRTRND01,2022,0
RE1,PWRTRND01,2023,0
RE1,PWRTRND01,2024,0
RE1,PWRTRND01,2025,0
RE1,PWRTRND01,2026,0
RE1,PWRTRND01,2027,0
RE1,PWRTRND01,2028,0
RE1,PWRTRND01,2029,0
RE1,PWRTRND01,2030,0
RE1,PWRTRND01,2031,0
RE1,PWRTRND01,2032,0
RE1,PWRTRND01,2033,0
RE1,PWRTRND01,2034,0
RE1,PWRTRND01,2035,0
RE1,PWRTRND01,2036,0
RE1,PWRTRND01,2037,0
RE1,PWRTRND01,2038,0
RE1,PWRTRND01,2039,0
RE1,PWRTRND01,2040,0
RE1,PWRTRND01,2041,0
RE1,PWRTRND01,2042,0
RE1,PWRTRND01,2043,0
RE1,PWRTRND01,2044,0
RE1,PWRTRND01,2045,0
RE1,PWRTRND01,2046,0
RE1,PWRTRND01,2047,0
RE1,PWRTRND01,2048,0
RE1,PWRTRND01,2049,0
RE1,PWRTRND01,2050,0
RE1,PWRTRNDC1,2017,0
RE1,PWRTRNDC1,2018,0
RE1,PWRTRNDC1,2019,0
RE1,PWRTRNDC1,2020,0
RE1,PWRTRNDC1,2021,0
RE1,PWRTRNDC1,2022,0
RE1,PWRTRNDC1,2023,0
RE1,PWRTRNDC1,2024,0
RE1,PWRTRNDC1,2025,0
RE1,PWRTRNDC1,2026,0
RE1,PWRTRNDC1,2027,0
RE1,PWRTRNDC1,2028,0
RE1,PWRTRNDC1,2029,0
RE1,PWRTRNDC1,2030,0
RE1,PWRTRNDC1,2031,0
RE1,PWRTRNDC1,2032,0
RE1,PWRTRNDC1,2033,0
RE1,PWRTRNDC1,2034,0
RE1,PWRTRNDC1,2035,0
RE1,PWRTRNDC1,2036,0
RE1,PWRTRNDC1,2037,0
RE1,PWRTRNDC1,2038,0
RE1,PWRTRNDC1,2039,0
RE1,PWRTRNDC1,2040,0
RE1,PWRTRNDC1,2041,0
RE1,PWRTRNDC1,2042,0
RE1,PWRTRNDC1,2043,0
RE1,PWRTRNDC1,2044,0
RE1,PWRTRNDC1,2045,0
RE1,PWRTRNDC1,2046,0
RE1,PWRTRNDC1,2047,0
RE1,PWRTRNDC1,2048,0
RE1,PWRTRNDC1,2049,0
RE1,PWRTRNDC1,2050,0
RE1,PWRTRNDC2,2017,0
RE1,PWRTRNDC2,2018,0
RE1,PWRTRNDC2,2019,0
RE1,PWRTRNDC2,2020,0
RE1,PWRTRNDC2,2021,0
RE1,PWRTRNDC2,2022,0
RE1,PWRTRNDC2,2023,0
RE1,PWRTRNDC2,2024,0
RE1,PWRTRNDC2,2025,0
RE1,PWRTRNDC2,2026,0
RE1,PWRTRNDC2,2027,0
RE1,PWRTRNDC2,2028,0
RE1,PWRTRNDC2,2029,0
RE1,PWRTRNDC2,2030,0
RE1,PWRTRNDC2,2031,0
RE1,PWRTRNDC2,2032,0
RE1,PWRTRNDC2,2033,0
RE1,PWRTRNDC2,2034,0
RE1,PWRTRNDC2,2035,0
RE1,PWRTRNDC2,2036,0
RE1,PWRTRNDC2,2037,0
RE1,PWRTRNDC2,2038,0
RE1,PWRTRNDC2,2039,0
RE1,PWRTRNDC2,2040,0
RE1,PWRTRNDC2,2041,0
RE1,PWRTRNDC2,2042,0
RE1,PWRTRNDC2,2043,0
RE1,PWRTRNDC2,2044,0
RE1,PWRTRNDC2,2045,0
RE1,PWRTRNDC2,2046,0
RE1,PWRTRNDC2,2047,0
RE1,PWRTRNDC2,2048,0
RE1,PWRTRNDC2,2049,0
RE1,PWRTRNDC2,2050,0
RE1,PWRTRNDE1,2017,0
RE1,PWRTRNDE1,2018,0
RE1,PWRTRNDE1,2019,0
RE1,PWRTRNDE1,2020,0
RE1,PWRTRNDE1,2021,0
RE1,PWRTRNDE1,2022,0
RE1,PWRTRNDE1,2023,0
RE1,PWRTRNDE1,2024,0
RE1,PWRTRNDE1,2025,0
RE1,PWRTRNDE1,2026,0
RE1,PWRTRNDE1,2027,0
RE1,PWRTRNDE1,2028,0
RE1,PWRTRNDE1,2029,0
RE1,PWRTRNDE1,2030,0
RE1,PWRTRNDE1,2031,0
RE1,PWRTRNDE1,2032,0
RE1,PWRTRNDE1,2033,0
RE1,PWRTRNDE1,2034,0
RE1,PWRTRNDE1,2035,0
RE1,PWRTRNDE1,2036,0
RE1,PWRTRNDE1,2037,0
RE1,PWRTRNDE1,2038,0
RE1,PWRTRNDE1,2039,0
RE1,PWRTRNDE1,2040,0
RE1,PWRTRNDE1,2041,0
RE1,PWRTRNDE1,2042,0
RE1,PWRTRNDE1,2043,0
RE1,PWRTRNDE1,2044,0
RE1,PWRTRNDE1,2045,0
RE1,PWRTRNDE1,2046,0
RE1,PWRTRNDE1,2047,0
RE1,PWRTRNDE1,2048,0
RE1,PWRTRNDE1,2049,0
RE1,PWRTRNDE1,2050,0
RE1,PWRTRNDE2,2017,0
RE1,PWRTRNDE2,2018,0
RE1,PWRTRNDE2,2019,0
RE1,PWRTRNDE2,2020,0
RE1,PWRTRNDE2,2021,0
RE1,PWRTRNDE2,2022,0
RE1,PWRTRNDE2,2023,0
RE1,PWRTRNDE2,2024,0
RE1,PWRTRNDE2,2025,0
RE1,PWRTRNDE2,2026,0
RE1,PWRTRNDE2,2027,0
RE1,PWRTRNDE2,2028,0
RE1,PWRTRNDE2,2029,0
RE1,PWRTRNDE2,2030,0
RE1,PWRTRNDE2,2031,0
RE1,PWRTRNDE2,2032,0
RE1,PWRTRNDE2,2033,0
RE1,PWRTRNDE2,2034,0
RE1,PWRTRNDE2,2035,0
RE1,PWRTRNDE2,2036,0
RE1,PWRTRNDE2,2037,0
RE1,PWRTRNDE2,2038,0
RE1,PWRTRNDE2,2039,0
RE1,PWRTRNDE2,2040,0
RE1,PWRTRNDE2,2041,0
RE1,PWRTRNDE2,2042,0
RE1,PWRTRNDE2,2043,0
RE1,PWRTRNDE2,2044,0
RE1,PWRTRNDE2,2045,0
RE1,PWRTRNDE2,2046,0
RE1,PWRTRNDE2,2047,0
RE1,PWRTRNDE2,2048,0
RE1,PWRTRNDE2,2049,0
RE1,PWRTRNDE2,2050,0
RE1,PWRTRNDH1,2017,0
RE1,PWRTRNDH1,2018,0
RE1,PWRTRNDH1,2019,0
RE1,PWRTRNDH1,2020,0
RE1,PWRTRNDH1,2021,0
RE1,PWRTRNDH1,2022,0
RE1,PWRTRNDH1,2023,0
RE1,PWRTRNDH1,2024,0
RE1,PWRTRNDH1,2025,0
RE1,PWRTRNDH1,2026,0
RE1,PWRTRNDH1,2027,0
RE1,PWRTRNDH1,2028,0
RE1,PWRTRNDH1,2029,0
RE1,PWRTRNDH1,2030,0
RE1,PWRTRNDH1,2031,0
RE1,PWRTRNDH1,2032,0
RE1,PWRTRNDH1,2033,0
RE1,PWRTRNDH1,2034,0
RE1,PWRTRNDH1,2035,0
RE1,PWRTRNDH1,2036,0
RE1,PWRTRNDH1,2037,0
RE1,PWRTRNDH1,2038,0
RE1,PWRTRNDH1,2039,0
RE1,PWRTRNDH1,2040,0
RE1,PWRTRNDH1,2041,0
RE1,PWRTRNDH1,2042,0
RE1,PWRTRNDH1,2043,0
RE1,PWRTRNDH1,2044,0
RE1,PWRTRNDH1,2045,0
RE1,PWRTRNDH1,2046,0
RE1,PWRTRNDH1,2047,0
RE1,PWRTRNDH1,2048,0
RE1,PWRTRNDH1,2049,0
RE1,PWRTRNDH1,2050,0
RE1,PWRTRNDH2,2017,0
RE1,PWRTRNDH2,2018,0
RE1,PWRTRNDH2,2019,0
RE1,PWRTRNDH2,2020,0
RE1,PWRTRNDH2,2021,0
RE1,PWRTRNDH2,2022,0
RE1,PWRTRNDH2,2023,0
RE1,PWRTRNDH2,2024,0
RE1,PWRTRNDH2,2025,0
RE1,PWRTRNDH2,2026,0
RE1,PWRTRNDH2,2027,0
RE1,PWRTRNDH2,2028,0
RE1,PWRTRNDH2,2029,0
RE1,PWRTRNDH2,2030,0
RE1,PWRTRNDH2,2031,0
RE1,PWRTRNDH2,2032,0
RE1,PWRTRNDH2,2033,0
RE1,PWRTRNDH2,2034,0
RE1,PWRTRNDH2,2035,0
RE1,PWRTRNDH2,2036,0
RE1,PWRTRNDH2,2037,0
RE1,PWRTRNDH2,2038,0
RE1,PWRTRNDH2,2039,0
RE1,PWRTRNDH2,2040,0
RE1,PWRTRNDH2,2041,0
RE1,PWRTRNDH2,2042,0
RE1,PWRTRNDH2,2043,0
RE1,PWRTRNDH2,2044,0
RE1,PWRTRNDH2,2045,0
RE1,PWRTRNDH2,2046,0
RE1,PWRTRNDH2,2047,0
RE1,PWRTRNDH2,2048,0
RE1,PWRTRNDH2,2049,0
RE1,PWRTRNDH2,2050,0
RE1,PWRTRNDJ1,2017,0
RE1,PWRTRNDJ1,2018,0
RE1,PWRTRNDJ1,2019,0
RE1,PWRTRNDJ1,2020,0
RE1,PWRTRNDJ1,2021,0
RE1,PWRTRNDJ1,2022,0
RE1,PWRTRNDJ1,2023,0
RE1,PWRTRNDJ1,2024,0
RE1,PWRTRNDJ1,2025,0
RE1,PWRTRNDJ1,2026,0
RE1,PWRTRNDJ1,2027,0
RE1,PWRTRNDJ1,2028,0
RE1,PWRTRNDJ1,2029,0
RE1,PWRTRNDJ1,2030,0
RE1,PWRTRNDJ1,2031,0
RE1,PWRTRNDJ1,2032,0
RE1,PWRTRNDJ1,2033,0
RE1,PWRTRNDJ1,2034,0
RE1,PWRTRNDJ1,2035,0
RE1,PWRTRNDJ1,2036,0
RE1,PWRTRNDJ1,2037,0
RE1,PWRTRNDJ1,2038,0
RE1,PWRTRNDJ1,2039,0
RE1,PWRTRNDJ1,2040,0
RE1,PWRTRNDJ1,2041,0
RE1,PWRTRNDJ1,2042,0
RE1,PWRTRNDJ1,2043,0
RE1,PWRTRNDJ1,2044,0
RE1,PWRTRNDJ1,2045,0
RE1,PWRTRNDJ1,2046,0
RE1,PWRTRNDJ1,2047,0
RE1,PWRTRNDJ1,2048,0
RE1,PWRTRNDJ1,2049,0
RE1,PWRTRNDJ1,2050,0
RE1,PWRTRNDJ2,2017,0
RE1,PWRTRNDJ2,2018,0
RE1,PWRTRNDJ2,2019,0
RE1,PWRTRNDJ2,2020,0
RE1,PWRTRNDJ2,2021,0
RE1,PWRTRNDJ2,2022,0
RE1,PWRTRNDJ2,2023,0
RE1,PWRTRNDJ2,2024,0
RE1,PWRTRNDJ2,2025,0
RE1,PWRTRNDJ2,2026,0
RE1,PWRTRNDJ2,2027,0
RE1,PWRTRNDJ2,2028,0
RE1,PWRTRNDJ2,2029,0
RE1,PWRTRNDJ2,2030,0
RE1,PWRTRNDJ2,2031,0
RE1,PWRTRNDJ2,2032,0
RE1,PWRTRNDJ2,2033,0
RE1,PWRTRNDJ2,2034,0
RE1,PWRTRNDJ2,2035,0
RE1,PWRTRNDJ2,2036,0
RE1,PWRTRNDJ2,2037,0
RE1,PWRTRNDJ2,2038,0
RE1,PWRTRNDJ2,2039,0
RE1,PWRTRNDJ2,2040,0
RE1,PWRTRNDJ2,2041,0
RE1,PWRTRNDJ2,2042,0
RE1,PWRTRNDJ2,2043,0
RE1,PWRTRNDJ2,2044,0
RE1,PWRTRNDJ2,2045,0
RE1,PWRTRNDJ2,2046,0
RE1,PWRTRNDJ2,2047,0
RE1,PWRTRNDJ2,2048,0
RE1,PWRTRNDJ2,2049,0
RE1,PWRTRNDJ2,2050,0
RE1,PWRTRNE01,2017,0
RE1,PWRTRNE01,2018,0
RE1,PWRTRNE01,2019,0
RE1,PWRTRNE01,2020,0
RE1,PWRTRNE01,2021,0
RE1,PWRTRNE01,2022,0
RE1,PWRTRNE01,2023,0
RE1,PWRTRNE01,2024,0
RE1,PWRTRNE01,2025,0
RE1,PWRTRNE01,2026,0
RE1,PWRTRNE01,2027,0
RE1,PWRTRNE01,2028,0
RE1,PWRTRNE01,2029,0
RE1,PWRTRNE01,2030,0
RE1,PWRTRNE01,2031,0
RE1,PWRTRNE01,2032,0
RE1,PWRTRNE01,2033,0
RE1,PWRTRNE01,2034,0
RE1,PWRTRNE01,2035,0
RE1,PWRTRNE01,2036,0
RE1,PWRTRNE01,2037,0
RE1,PWRTRNE01,2038,0
RE1,PWRTRNE01,2039,0
RE1,PWRTRNE01,2040,0
RE1,PWRTRNE01,2041,0
RE1,PWRTRNE01,2042,0
RE1,PWRTRNE01,2043,0
RE1,PWRTRNE01,2044,0
RE1,PWRTRNE01,2045,0
RE1,PWRTRNE01,2046,0
RE1,PWRTRNE01,2047,0
RE1,PWRTRNE01,2048,0
RE1,PWRTRNE01,2049,0
RE1,PWRTRNE01,2050,0
RE1,PWRTRNEC1,2017,0
RE1,PWRTRNEC1,2018,0
RE1,PWRTRNEC1,2019,0
RE1,PWRTRNEC1,2020,0
RE1,PWRTRNEC1,2021,0
RE1,PWRTRNEC1,2022,0
RE1,PWRTRNEC1,2023,0
RE1,PWRTRNEC1,2024,0
RE1,PWRTRNEC1,2025,0
RE1,PWRTRNEC1,2026,0
RE1,PWRTRNEC1,2027,0
RE1,PWRTRNEC1,2028,0
RE1,PWRTRNEC1,2029,0
RE1,PWRTRNEC1,2030,0
RE1,PWRTRNEC1,2031,0
RE1,PWRTRNEC1,2032,0
RE1,PWRTRNEC1,2033,0
RE1,PWRTRNEC1,2034,0
RE1,PWRTRNEC1,2035,0
RE1,PWRTRNEC1,2036,0
RE1,PWRTRNEC1,2037,0
RE1,PWRTRNEC1,2038,0
RE1,PWRTRNEC1,2039,0
RE1,PWRTRNEC1,2040,0
RE1,PWRTRNEC1,2041,0
RE1,PWRTRNEC1,2042,0
RE1,PWRTRNEC1,2043,0
RE1,PWRTRNEC1,2044,0
RE1,PWRTRNEC1,2045,0
RE1,PWRTRNEC1,2046,0
RE1,PWRTRNEC1,2047,0
RE1,PWRTRNEC1,2048,0
RE1,PWRTRNEC1,2049,0
RE1,PWRTRNEC1,2050,0
RE1,PWRTRNEC2,2017,0
RE1,PWRTRNEC2,2018,0
RE1,PWRTRNEC2,2019,0
RE1,PWRTRNEC2,2020,0
RE1,PWRTRNEC2,2021,0
RE1,PWRTRNEC2,2022,0
RE1,PWRTRNEC2,2023,0
RE1,PWRTRNEC2,2024,0
RE1,PWRTRNEC2,2025,0
RE1,PWRTRNEC2,2026,0
RE1,PWRTRNEC2,2027,0
RE1,PWRTRNEC2,2028,0
RE1,PWRTRNEC2,2029,0
RE1,PWRTRNEC2,2030,0
RE1,PWRTRNEC2,2031,0
RE1,PWRTRNEC2,2032,0
RE1,PWRTRNEC2,2033,0
RE1,PWRTRNEC2,2034,0
RE1,PWRTRNEC2,2035,0
RE1,PWRTRNEC2,2036,0
RE1,PWRTRNEC2,2037,0
RE1,PWRTRNEC2,2038,0
RE1,PWRTRNEC2,2039,0
RE1,PWRTRNEC2,2040,0
RE1,PWRTRNEC2,2041,0
RE1,PWRTRNEC2,2042,0
RE1,PWRTRNEC2,2043,0
RE1,PWRTRNEC2,2044,0
RE1,PWRTRNEC2,2045,0
RE1,PWRTRNEC2,2046,0
RE1,PWRTRNEC2,2047,0
RE1,PWRTRNEC2,2048,0
RE1,PWRTRNEC2,2049,0
RE1,PWRTRNEC2,2050,0
RE1,PWRTRNED1,2017,0
RE1,PWRTRNED1,2018,0
RE1,PWRTRNED1,2019,0
RE1,PWRTRNED1,2020,0
RE1,PWRTRNED1,2021,0
RE1,PWRTRNED1,2022,0
RE1,PWRTRNED1,2023,0
RE1,PWRTRNED1,2024,0
RE1,PWRTRNED1,2025,0
RE1,PWRTRNED1,2026,0
RE1,PWRTRNED1,2027,0
RE1,PWRTRNED1,2028,0
RE1,PWRTRNED1,2029,0
RE1,PWRTRNED1,2030,0
RE1,PWRTRNED1,2031,0
RE1,PWRTRNED1,2032,0
RE1,PWRTRNED1,2033,0
RE1,PWRTRNED1,2034,0
RE1,PWRTRNED1,2035,0
RE1,PWRTRNED1,2036,0
RE1,PWRTRNED1,2037,0
RE1,PWRTRNED1,2038,0
RE1,PWRTRNED1,2039,0
RE1,PWRTRNED1,2040,0
RE1,PWRTRNED1,2041,0
RE1,PWRTRNED1,2042,0
RE1,PWRTRNED1,2043,0
RE1,PWRTRNED1,2044,0
RE1,PWRTRNED1,2045,0
RE1,PWRTRNED1,2046,0
RE1,PWRTRNED1,2047,0
RE1,PWRTRNED1,2048,0
RE1,PWRTRNED1,2049,0
RE1,PWRTRNED1,2050,0
RE1,PWRTRNED2,2017,0
RE1,PWRTRNED2,2018,0
RE1,PWRTRNED2,2019,0
RE1,PWRTRNED2,2020,0
RE1,PWRTRNED2,2021,0
RE1,PWRTRNED2,2022,0
RE1,PWRTRNED2,2023,0
RE1,PWRTRNED2,2024,0
RE1,PWRTRNED2,2025,0
RE1,PWRTRNED2,2026,0
RE1,PWRTRNED2,2027,0
RE1,PWRTRNED2,2028,0
RE1,PWRTRNED2,2029,0
RE1,PWRTRNED2,2030,0
RE1,PWRTRNED2,2031,0
RE1,PWRTRNED2,2032,0
RE1,PWRTRNED2,2033,0
RE1,PWRTRNED2,2034,0
RE1,PWRTRNED2,2035,0
RE1,PWRTRNED2,2036,0
RE1,PWRTRNED2,2037,0
RE1,PWRTRNED2,2038,0
RE1,PWRTRNED2,2039,0
RE1,PWRTRNED2,2040,0
RE1,PWRTRNED2,2041,0
RE1,PWRTRNED2,2042,0
RE1,PWRTRNED2,2043,0
RE1,PWRTRNED2,2044,0
RE1,PWRTRNED2,2045,0
RE1,PWRTRNED2,2046,0
RE1,PWRTRNED2,2047,0
RE1,PWRTRNED2,2048,0
RE1,PWRTRNED2,2049,0
RE1,PWRTRNED2,2050,0
RE1,PWRTRNEF1,2017,0
RE1,PWRTRNEF1,2018,0
RE1,PWRTRNEF1,2019,0
RE1,PWRTRNEF1,2020,0
RE1,PWRTRNEF1,2021,0
RE1,PWRTRNEF1,2022,0
RE1,PWRTRNEF1,2023,0
RE1,PWRTRNEF1,2024,0
RE1,PWRTRNEF1,2025,0
RE1,PWRTRNEF1,2026,0
RE1,PWRTRNEF1,2027,0
RE1,PWRTRNEF1,2028,0
RE1,PWRTRNEF1,2029,0
RE1,PWRTRNEF1,2030,0
RE1,PWRTRNEF1,2031,0
RE1,PWRTRNEF1,2032,0
RE1,PWRTRNEF1,2033,0
RE1,PWRTRNEF1,2034,0
RE1,PWRTRNEF1,2035,0
RE1,PWRTRNEF1,2036,0
RE1,PWRTRNEF1,2037,0
RE1,PWRTRNEF1,2038,0
RE1,PWRTRNEF1,2039,0
RE1,PWRTRNEF1,2040,0
RE1,PWRTRNEF1,2041,0
RE1,PWRTRNEF1,2042,0
RE1,PWRTRNEF1,2043,0
RE1,PWRTRNEF1,2044,0
RE1,PWRTRNEF1,2045,0
RE1,PWRTRNEF1,2046,0
RE1,PWRTRNEF1,2047,0
RE1,PWRTRNEF1,2048,0
RE1,PWRTRNEF1,2049,0
RE1,PWRTRNEF1,2050,0
RE1,PWRTRNEF2,2017,0
RE1,PWRTRNEF2,2018,0
RE1,PWRTRNEF2,2019,0
RE1,PWRTRNEF2,2020,0
RE1,PWRTRNEF2,2021,0
RE1,PWRTRNEF2,2022,0
RE1,PWRTRNEF2,2023,0
RE1,PWRTRNEF2,2024,0
RE1,PWRTRNEF2,2025,0
RE1,PWRTRNEF2,2026,0
RE1,PWRTRNEF2,2027,0
RE1,PWRTRNEF2,2028,0
RE1,PWRTRNEF2,2029,0
RE1,PWRTRNEF2,2030,0
RE1,PWRTRNEF2,2031,0
RE1,PWRTRNEF2,2032,0
RE1,PWRTRNEF2,2033,0
RE1,PWRTRNEF2,2034,0
RE1,PWRTRNEF2,2035,0
RE1,PWRTRNEF2,2036,0
RE1,PWRTRNEF2,2037,0
RE1,PWRTRNEF2,2038,0
RE1,PWRTRNEF2,2039,0
