r,t,f,y,InputToTotalCapacity
RE1,PWRNGSF02,PWRNGS,2049,0
RE1,PWRNGSF02,PWRNGS,2050,0
RE1,PWRNGSF03,PWRNGS,2017,0
RE1,PWRNGSF03,PWRNGS,2018,0
RE1,PWRNGSF03,PWRNGS,2019,0
RE1,PWRNGSF03,PWRNGS,2020,0
RE1,PWRNGSF03,PWRNGS,2021,0
RE1,PWRNGSF03,PWRNGS,2022,0
RE1,PWRNGSF03,PWRNGS,2023,0
RE1,PWRNGSF03,PWRNGS,2024,0
RE1,PWRNGSF03,PWRNGS,2025,0
RE1,PWRNGSF03,PWRNGS,2026,0
RE1,PWRNGSF03,PWRNGS,2027,0
RE1,PWRNGSF03,PWRNGS,2028,0
RE1,PWRNGSF03,PWRNGS,2029,0
RE1,PWRNGSF03,PWRNGS,2030,0
RE1,PWRNGSF03,PWRNGS,2031,0
RE1,PWRNGSF03,PWRNGS,2032,0
RE1,PWRNGSF03,PWRNGS,2033,0
RE1,PWRNGSF03,PWRNGS,2034,0
RE1,PWRNGSF03,PWRNGS,2035,0
RE1,PWRNGSF03,PWRNGS,2036,0
RE1,PWRNGSF03,PWRNGS,2037,0
RE1,PWRNGSF03,PWRNGS,2038,0
RE1,PWRNGSF03,PWRNGS,2039,0
RE1,PWRNGSF03,PWRNGS,2040,0
RE1,PWRNGSF03,PWRNGS,2041,0
RE1,PWRNGSF03,PWRNGS,2042,0
RE1,PWRNGSF03,PWRNGS,2043,0
RE1,PWRNGSF03,PWRNGS,2044,0
RE1,PWRNGSF03,PWRNGS,2045,0
RE1,PWRNGSF03,PWRNGS,2046,0
RE1,PWRNGSF03,PWRNGS,2047,0
RE1,PWRNGSF03,PWRNGS,2048,0
RE1,PWRNGSF03,PWRNGS,2049,0
RE1,PWRNGSF03,PWRNGS,2050,0
RE1,PWRNGSF04,PWRNGS,2017,0
RE1,PWRNGSF04,PWRNGS,2018,0
RE1,PWRNGSF04,PWRNGS,2019,0
RE1,PWRNGSF04,PWRNGS,2020,0
RE1,PWRNGSF04,PWRNGS,2021,0
RE1,PWRNGSF04,PWRNGS,2022,0
RE1,PWRNGSF04,PWRNGS,2023,0
RE1,PWRNGSF04,PWRNGS,2024,0
RE1,PWRNGSF04,PWRNGS,2025,0
RE1,PWRNGSF04,PWRNGS,2026,0
RE1,PWRNGSF04,PWRNGS,2027,0
RE1,PWRNGSF04,PWRNGS,2028,0
RE1,PWRNGSF04,PWRNGS,2029,0
RE1,PWRNGSF04,PWRNGS,2030,0
RE1,PWRNGSF04,PWRNGS,2031,0
RE1,PWRNGSF04,PWRNGS,2032,0
RE1,PWRNGSF04,PWRNGS,2033,0
RE1,PWRNGSF04,PWRNGS,2034,0
RE1,PWRNGSF04,PWRNGS,2035,0
RE1,PWRNGSF04,PWRNGS,2036,0
RE1,PWRNGSF04,PWRNGS,2037,0
RE1,PWRNGSF04,PWRNGS,2038,0
RE1,PWRNGSF04,PWRNGS,2039,0
RE1,PWRNGSF04,PWRNGS,2040,0
RE1,PWRNGSF04,PWRNGS,2041,0
RE1,PWRNGSF04,PWRNGS,2042,0
RE1,PWRNGSF04,PWRNGS,2043,0
RE1,PWRNGSF04,PWRNGS,2044,0
RE1,PWRNGSF04,PWRNGS,2045,0
RE1,PWRNGSF04,PWRNGS,2046,0
RE1,PWRNGSF04,PWRNGS,2047,0
RE1,PWRNGSF04,PWRNGS,2048,0
RE1,PWRNGSF04,PWRNGS,2049,0
RE1,PWRNGSF04,PWRNGS,2050,0
RE1,PWRNGSF05,PWRNGS,2017,0
RE1,PWRNGSF05,PWRNGS,2018,0
RE1,PWRNGSF05,PWRNGS,2019,0
RE1,PWRNGSF05,PWRNGS,2020,0
RE1,PWRNGSF05,PWRNGS,2021,0
RE1,PWRNGSF05,PWRNGS,2022,0
RE1,PWRNGSF05,PWRNGS,2023,0
RE1,PWRNGSF05,PWRNGS,2024,0
RE1,PWRNGSF05,PWRNGS,2025,0
RE1,PWRNGSF05,PWRNGS,2026,0
RE1,PWRNGSF05,PWRNGS,2027,0
RE1,PWRNGSF05,PWRNGS,2028,0
RE1,PWRNGSF05,PWRNGS,2029,0
RE1,PWRNGSF05,PWRNGS,2030,0
RE1,PWRNGSF05,PWRNGS,2031,0
RE1,PWRNGSF05,PWRNGS,2032,0
RE1,PWRNGSF05,PWRNGS,2033,0
RE1,PWRNGSF05,PWRNGS,2034,0
RE1,PWRNGSF05,PWRNGS,2035,0
RE1,PWRNGSF05,PWRNGS,2036,0
RE1,PWRNGSF05,PWRNGS,2037,0
RE1,PWRNGSF05,PWRNGS,2038,0
RE1,PWRNGSF05,PWRNGS,2039,0
RE1,PWRNGSF05,PWRNGS,2040,0
RE1,PWRNGSF05,PWRNGS,2041,0
RE1,PWRNGSF05,PWRNGS,2042,0
RE1,PWRNGSF05,PWRNGS,2043,0
RE1,PWRNGSF05,PWRNGS,2044,0
RE1,PWRNGSF05,PWRNGS,2045,0
RE1,PWRNGSF05,PWRNGS,2046,0
RE1,PWRNGSF05,PWRNGS,2047,0
RE1,PWRNGSF05,PWRNGS,2048,0
RE1,PWRNGSF05,PWRNGS,2049,0
RE1,PWRNGSF05,PWRNGS,2050,0
RE1,PWRNGSF06,PWRNGS,2017,0
RE1,PWRNGSF06,PWRNGS,2018,0
RE1,PWRNGSF06,PWRNGS,2019,0
RE1,PWRNGSF06,PWRNGS,2020,0
RE1,PWRNGSF06,PWRNGS,2021,0
RE1,PWRNGSF06,PWRNGS,2022,0
RE1,PWRNGSF06,PWRNGS,2023,0
RE1,PWRNGSF06,PWRNGS,2024,0
RE1,PWRNGSF06,PWRNGS,2025,0
RE1,PWRNGSF06,PWRNGS,2026,0
RE1,PWRNGSF06,PWRNGS,2027,0
RE1,PWRNGSF06,PWRNGS,2028,0
RE1,PWRNGSF06,PWRNGS,2029,0
RE1,PWRNGSF06,PWRNGS,2030,0
RE1,PWRNGSF06,PWRNGS,2031,0
RE1,PWRNGSF06,PWRNGS,2032,0
RE1,PWRNGSF06,PWRNGS,2033,0
RE1,PWRNGSF06,PWRNGS,2034,0
RE1,PWRNGSF06,PWRNGS,2035,0
RE1,PWRNGSF06,PWRNGS,2036,0
RE1,PWRNGSF06,PWRNGS,2037,0
RE1,PWRNGSF06,PWRNGS,2038,0
RE1,PWRNGSF06,PWRNGS,2039,0
RE1,PWRNGSF06,PWRNGS,2040,0
RE1,PWRNGSF06,PWRNGS,2041,0
RE1,PWRNGSF06,PWRNGS,2042,0
RE1,PWRNGSF06,PWRNGS,2043,0
RE1,PWRNGSF06,PWRNGS,2044,0
RE1,PWRNGSF06,PWRNGS,2045,0
RE1,PWRNGSF06,PWRNGS,2046,0
RE1,PWRNGSF06,PWRNGS,2047,0
RE1,PWRNGSF06,PWRNGS,2048,0
RE1,PWRNGSF06,PWRNGS,2049,0
RE1,PWRNGSF06,PWRNGS,2050,0
RE1,PWRNGSF07,PWRNGS,2017,0
RE1,PWRNGSF07,PWRNGS,2018,0
RE1,PWRNGSF07,PWRNGS,2019,0
RE1,PWRNGSF07,PWRNGS,2020,0
RE1,PWRNGSF07,PWRNGS,2021,0
RE1,PWRNGSF07,PWRNGS,2022,0
RE1,PWRNGSF07,PWRNGS,2023,0
RE1,PWRNGSF07,PWRNGS,2024,0
RE1,PWRNGSF07,PWRNGS,2025,0
RE1,PWRNGSF07,PWRNGS,2026,0
RE1,PWRNGSF07,PWRNGS,2027,0
RE1,PWRNGSF07,PWRNGS,2028,0
RE1,PWRNGSF07,PWRNGS,2029,0
RE1,PWRNGSF07,PWRNGS,2030,0
RE1,PWRNGSF07,PWRNGS,2031,0
RE1,PWRNGSF07,PWRNGS,2032,0
RE1,PWRNGSF07,PWRNGS,2033,0
RE1,PWRNGSF07,PWRNGS,2034,0
RE1,PWRNGSF07,PWRNGS,2035,0
RE1,PWRNGSF07,PWRNGS,2036,0
RE1,PWRNGSF07,PWRNGS,2037,0
RE1,PWRNGSF07,PWRNGS,2038,0
RE1,PWRNGSF07,PWRNGS,2039,0
RE1,PWRNGSF07,PWRNGS,2040,0
RE1,PWRNGSF07,PWRNGS,2041,0
RE1,PWRNGSF07,PWRNGS,2042,0
RE1,PWRNGSF07,PWRNGS,2043,0
RE1,PWRNGSF07,PWRNGS,2044,0
RE1,PWRNGSF07,PWRNGS,2045,0
RE1,PWRNGSF07,PWRNGS,2046,0
RE1,PWRNGSF07,PWRNGS,2047,0
RE1,PWRNGSF07,PWRNGS,2048,0
RE1,PWRNGSF07,PWRNGS,2049,0
RE1,PWRNGSF07,PWRNGS,2050,0
RE1,PWRNGSG01,PWRNGS,2017,0
RE1,PWRNGSG01,PWRNGS,2018,0
RE1,PWRNGSG01,PWRNGS,2019,0
RE1,PWRNGSG01,PWRNGS,2020,0
RE1,PWRNGSG01,PWRNGS,2021,0
RE1,PWRNGSG01,PWRNGS,2022,0
RE1,PWRNGSG01,PWRNGS,2023,0
RE1,PWRNGSG01,PWRNGS,2024,0
RE1,PWRNGSG01,PWRNGS,2025,0
RE1,PWRNGSG01,PWRNGS,2026,0
RE1,PWRNGSG01,PWRNGS,2027,0
RE1,PWRNGSG01,PWRNGS,2028,0
RE1,PWRNGSG01,PWRNGS,2029,0
RE1,PWRNGSG01,PWRNGS,2030,0
RE1,PWRNGSG01,PWRNGS,2031,0
RE1,PWRNGSG01,PWRNGS,2032,0
RE1,PWRNGSG01,PWRNGS,2033,0
RE1,PWRNGSG01,PWRNGS,2034,0
RE1,PWRNGSG01,PWRNGS,2035,0
RE1,PWRNGSG01,PWRNGS,2036,0
RE1,PWRNGSG01,PWRNGS,2037,0
RE1,PWRNGSG01,PWRNGS,2038,0
RE1,PWRNGSG01,PWRNGS,2039,0
RE1,PWRNGSG01,PWRNGS,2040,0
RE1,PWRNGSG01,PWRNGS,2041,0
RE1,PWRNGSG01,PWRNGS,2042,0
RE1,PWRNGSG01,PWRNGS,2043,0
RE1,PWRNGSG01,PWRNGS,2044,0
RE1,PWRNGSG01,PWRNGS,2045,0
RE1,PWRNGSG01,PWRNGS,2046,0
RE1,PWRNGSG01,PWRNGS,2047,0
RE1,PWRNGSG01,PWRNGS,2048,0
RE1,PWRNGSG01,PWRNGS,2049,0
RE1,PWRNGSG01,PWRNGS,2050,0
RE1,PWRNGSG02,PWRNGS,2017,0
RE1,PWRNGSG02,PWRNGS,2018,0
RE1,PWRNGSG02,PWRNGS,2019,0
RE1,PWRNGSG02,PWRNGS,2020,0
RE1,PWRNGSG02,PWRNGS,2021,0
RE1,PWRNGSG02,PWRNGS,2022,0
RE1,PWRNGSG02,PWRNGS,2023,0
RE1,PWRNGSG02,PWRNGS,2024,0
RE1,PWRNGSG02,PWRNGS,2025,0
RE1,PWRNGSG02,PWRNGS,2026,0
RE1,PWRNGSG02,PWRNGS,2027,0
RE1,PWRNGSG02,PWRNGS,2028,0
RE1,PWRNGSG02,PWRNGS,2029,0
RE1,PWRNGSG02,PWRNGS,2030,0
RE1,PWRNGSG02,PWRNGS,2031,0
RE1,PWRNGSG02,PWRNGS,2032,0
RE1,PWRNGSG02,PWRNGS,2033,0
RE1,PWRNGSG02,PWRNGS,2034,0
RE1,PWRNGSG02,PWRNGS,2035,0
RE1,PWRNGSG02,PWRNGS,2036,0
RE1,PWRNGSG02,PWRNGS,2037,0
RE1,PWRNGSG02,PWRNGS,2038,0
RE1,PWRNGSG02,PWRNGS,2039,0
RE1,PWRNGSG02,PWRNGS,2040,0
RE1,PWRNGSG02,PWRNGS,2041,0
RE1,PWRNGSG02,PWRNGS,2042,0
RE1,PWRNGSG02,PWRNGS,2043,0
RE1,PWRNGSG02,PWRNGS,2044,0
RE1,PWRNGSG02,PWRNGS,2045,0
RE1,PWRNGSG02,PWRNGS,2046,0
RE1,PWRNGSG02,PWRNGS,2047,0
RE1,PWRNGSG02,PWRNGS,2048,0
RE1,PWRNGSG02,PWRNGS,2049,0
RE1,PWRNGSG02,PWRNGS,2050,0
RE1,PWRNGSG03,PWRNGS,2017,0
RE1,PWRNGSG03,PWRNGS,2018,0
RE1,PWRNGSG03,PWRNGS,2019,0
RE1,PWRNGSG03,PWRNGS,2020,0
RE1,PWRNGSG03,PWRNGS,2021,0
RE1,PWRNGSG03,PWRNGS,2022,0
RE1,PWRNGSG03,PWRNGS,2023,0
RE1,PWRNGSG03,PWRNGS,2024,0
RE1,PWRNGSG03,PWRNGS,2025,0
RE1,PWRNGSG03,PWRNGS,2026,0
RE1,PWRNGSG03,PWRNGS,2027,0
RE1,PWRNGSG03,PWRNGS,2028,0
RE1,PWRNGSG03,PWRNGS,2029,0
RE1,PWRNGSG03,PWRNGS,2030,0
RE1,PWRNGSG03,PWRNGS,2031,0
RE1,PWRNGSG03,PWRNGS,2032,0
RE1,PWRNGSG03,PWRNGS,2033,0
RE1,PWRNGSG03,PWRNGS,2034,0
RE1,PWRNGSG03,PWRNGS,2035,0
RE1,PWRNGSG03,PWRNGS,2036,0
RE1,PWRNGSG03,PWRNGS,2037,0
RE1,PWRNGSG03,PWRNGS,2038,0
RE1,PWRNGSG03,PWRNGS,2039,0
RE1,PWRNGSG03,PWRNGS,2040,0
RE1,PWRNGSG03,PWRNGS,2041,0
RE1,PWRNGSG03,PWRNGS,2042,0
RE1,PWRNGSG03,PWRNGS,2043,0
RE1,PWRNGSG03,PWRNGS,2044,0
RE1,PWRNGSG03,PWRNGS,2045,0
RE1,PWRNGSG03,PWRNGS,2046,0
RE1,PWRNGSG03,PWRNGS,2047,0
RE1,PWRNGSG03,PWRNGS,2048,0
RE1,PWRNGSG03,PWRNGS,2049,0
RE1,PWRNGSG03,PWRNGS,2050,0
RE1,PWRNGSG04,PWRNGS,2017,0
RE1,PWRNGSG04,PWRNGS,2018,0
RE1,PWRNGSG04,PWRNGS,2019,0
RE1,PWRNGSG04,PWRNGS,2020,0
RE1,PWRNGSG04,PWRNGS,2021,0
RE1,PWRNGSG04,PWRNGS,2022,0
RE1,PWRNGSG04,PWRNGS,2023,0
RE1,PWRNGSG04,PWRNGS,2024,0
RE1,PWRNGSG04,PWRNGS,2025,0
RE1,PWRNGSG04,PWRNGS,2026,0
RE1,PWRNGSG04,PWRNGS,2027,0
RE1,PWRNGSG04,PWRNGS,2028,0
RE1,PWRNGSG04,PWRNGS,2029,0
RE1,PWRNGSG04,PWRNGS,2030,0
RE1,PWRNGSG04,PWRNGS,2031,0
RE1,PWRNGSG04,PWRNGS,2032,0
RE1,PWRNGSG04,PWRNGS,2033,0
RE1,PWRNGSG04,PWRNGS,2034,0
RE1,PWRNGSG04,PWRNGS,2035,0
RE1,PWRNGSG04,PWRNGS,2036,0
RE1,PWRNGSG04,PWRNGS,2037,0
RE1,PWRNGSG04,PWRNGS,2038,0
RE1,PWRNGSG04,PWRNGS,2039,0
RE1,PWRNGSG04,PWRNGS,2040,0
RE1,PWRNGSG04,PWRNGS,2041,0
RE1,PWRNGSG04,PWRNGS,2042,0
RE1,PWRNGSG04,PWRNGS,2043,0
RE1,PWRNGSG04,PWRNGS,2044,0
RE1,PWRNGSG04,PWRNGS,2045,0
RE1,PWRNGSG04,PWRNGS,2046,0
RE1,PWRNGSG04,PWRNGS,2047,0
RE1,PWRNGSG04,PWRNGS,2048,0
RE1,PWRNGSG04,PWRNGS,2049,0
RE1,PWRNGSG04,PWRNGS,2050,0
RE1,PWRNGSH01,PWRNGS,2017,0
RE1,PWRNGSH01,PWRNGS,2018,0
RE1,PWRNGSH01,PWRNGS,2019,0
RE1,PWRNGSH01,PWRNGS,2020,0
RE1,PWRNGSH01,PWRNGS,2021,0
RE1,PWRNGSH01,PWRNGS,2022,0
RE1,PWRNGSH01,PWRNGS,2023,0
RE1,PWRNGSH01,PWRNGS,2024,0
RE1,PWRNGSH01,PWRNGS,2025,0
RE1,PWRNGSH01,PWRNGS,2026,0
RE1,PWRNGSH01,PWRNGS,2027,0
RE1,PWRNGSH01,PWRNGS,2028,0
RE1,PWRNGSH01,PWRNGS,2029,0
RE1,PWRNGSH01,PWRNGS,2030,0
RE1,PWRNGSH01,PWRNGS,2031,0
RE1,PWRNGSH01,PWRNGS,2032,0
RE1,PWRNGSH01,PWRNGS,2033,0
RE1,PWRNGSH01,PWRNGS,2034,0
RE1,PWRNGSH01,PWRNGS,2035,0
RE1,PWRNGSH01,PWRNGS,2036,0
RE1,PWRNGSH01,PWRNGS,2037,0
RE1,PWRNGSH01,PWRNGS,2038,0
RE1,PWRNGSH01,PWRNGS,2039,0
RE1,PWRNGSH01,PWRNGS,2040,0
RE1,PWRNGSH01,PWRNGS,2041,0
RE1,PWRNGSH01,PWRNGS,2042,0
RE1,PWRNGSH01,PWRNGS,2043,0
RE1,PWRNGSH01,PWRNGS,2044,0
RE1,PWRNGSH01,PWRNGS,2045,0
RE1,PWRNGSH01,PWRNGS,2046,0
RE1,PWRNGSH01,PWRNGS,2047,0
RE1,PWRNGSH01,PWRNGS,2048,0
RE1,PWRNGSH01,PWRNGS,2049,0
RE1,PWRNGSH01,PWRNGS,2050,0
RE1,PWRNGSH02,PWRNGS,2017,0
RE1,PWRNGSH02,PWRNGS,2018,0
RE1,PWRNGSH02,PWRNGS,2019,0
RE1,PWRNGSH02,PWRNGS,2020,0
RE1,PWRNGSH02,PWRNGS,2021,0
RE1,PWRNGSH02,PWRNGS,2022,0
RE1,PWRNGSH02,PWRNGS,2023,0
RE1,PWRNGSH02,PWRNGS,2024,0
RE1,PWRNGSH02,PWRNGS,2025,0
RE1,PWRNGSH02,PWRNGS,2026,0
RE1,PWRNGSH02,PWRNGS,2027,0
RE1,PWRNGSH02,PWRNGS,2028,0
RE1,PWRNGSH02,PWRNGS,2029,0
RE1,PWRNGSH02,PWRNGS,2030,0
RE1,PWRNGSH02,PWRNGS,2031,0
RE1,PWRNGSH02,PWRNGS,2032,0
RE1,PWRNGSH02,PWRNGS,2033,0
RE1,PWRNGSH02,PWRNGS,2034,0
RE1,PWRNGSH02,PWRNGS,2035,0
RE1,PWRNGSH02,PWRNGS,2036,0
RE1,PWRNGSH02,PWRNGS,2037,0
RE1,PWRNGSH02,PWRNGS,2038,0
RE1,PWRNGSH02,PWRNGS,2039,0
RE1,PWRNGSH02,PWRNGS,2040,0
RE1,PWRNGSH02,PWRNGS,2041,0
RE1,PWRNGSH02,PWRNGS,2042,0
RE1,PWRNGSH02,PWRNGS,2043,0
RE1,PWRNGSH02,PWRNGS,2044,0
RE1,PWRNGSH02,PWRNGS,2045,0
RE1,PWRNGSH02,PWRNGS,2046,0
RE1,PWRNGSH02,PWRNGS,2047,0
RE1,PWRNGSH02,PWRNGS,2048,0
RE1,PWRNGSH02,PWRNGS,2049,0
RE1,PWRNGSH02,PWRNGS,2050,0
RE1,PWRNGSH03,PWRNGS,2017,0
RE1,PWRNGSH03,PWRNGS,2018,0
RE1,PWRNGSH03,PWRNGS,2019,0
RE1,PWRNGSH03,PWRNGS,2020,0
RE1,PWRNGSH03,PWRNGS,2021,0
RE1,PWRNGSH03,PWRNGS,2022,0
RE1,PWRNGSH03,PWRNGS,2023,0
RE1,PWRNGSH03,PWRNGS,2024,0
RE1,PWRNGSH03,PWRNGS,2025,0
RE1,PWRNGSH03,PWRNGS,2026,0
RE1,PWRNGSH03,PWRNGS,2027,0
RE1,PWRNGSH03,PWRNGS,2028,0
RE1,PWRNGSH03,PWRNGS,2029,0
RE1,PWRNGSH03,PWRNGS,2030,0
RE1,PWRNGSH03,PWRNGS,2031,0
RE1,PWRNGSH03,PWRNGS,2032,0
RE1,PWRNGSH03,PWRNGS,2033,0
RE1,PWRNGSH03,PWRNGS,2034,0
RE1,PWRNGSH03,PWRNGS,2035,0
RE1,PWRNGSH03,PWRNGS,2036,0
RE1,PWRNGSH03,PWRNGS,2037,0
RE1,PWRNGSH03,PWRNGS,2038,0
RE1,PWRNGSH03,PWRNGS,2039,0
RE1,PWRNGSH03,PWRNGS,2040,0
RE1,PWRNGSH03,PWRNGS,2041,0
RE1,PWRNGSH03,PWRNGS,2042,0
RE1,PWRNGSH03,PWRNGS,2043,0
RE1,PWRNGSH03,PWRNGS,2044,0
RE1,PWRNGSH03,PWRNGS,2045,0
RE1,PWRNGSH03,PWRNGS,2046,0
RE1,PWRNGSH03,PWRNGS,2047,0
RE1,PWRNGSH03,PWRNGS,2048,0
RE1,PWRNGSH03,PWRNGS,2049,0
RE1,PWRNGSH03,PWRNGS,2050,0
RE1,PWRNGSH04,PWRNGS,2017,0
RE1,PWRNGSH04,PWRNGS,2018,0
RE1,PWRNGSH04,PWRNGS,2019,0
RE1,PWRNGSH04,PWRNGS,2020,0
RE1,PWRNGSH04,PWRNGS,2021,0
RE1,PWRNGSH04,PWRNGS,2022,0
RE1,PWRNGSH04,PWRNGS,2023,0
RE1,PWRNGSH04,PWRNGS,2024,0
RE1,PWRNGSH04,PWRNGS,2025,0
RE1,PWRNGSH04,PWRNGS,2026,0
RE1,PWRNGSH04,PWRNGS,2027,0
RE1,PWRNGSH04,PWRNGS,2028,0
RE1,PWRNGSH04,PWRNGS,2029,0
RE1,PWRNGSH04,PWRNGS,2030,0
RE1,PWRNGSH04,PWRNGS,2031,0
RE1,PWRNGSH04,PWRNGS,2032,0
RE1,PWRNGSH04,PWRNGS,2033,0
RE1,PWRNGSH04,PWRNGS,2034,0
RE1,PWRNGSH04,PWRNGS,2035,0
RE1,PWRNGSH04,PWRNGS,2036,0
RE1,PWRNGSH04,PWRNGS,2037,0
RE1,PWRNGSH04,PWRNGS,2038,0
RE1,PWRNGSH04,PWRNGS,2039,0
RE1,PWRNGSH04,PWRNGS,2040,0
RE1,PWRNGSH04,PWRNGS,2041,0
RE1,PWRNGSH04,PWRNGS,2042,0
RE1,PWRNGSH04,PWRNGS,2043,0
RE1,PWRNGSH04,PWRNGS,2044,0
RE1,PWRNGSH04,PWRNGS,2045,0
RE1,PWRNGSH04,PWRNGS,2046,0
RE1,PWRNGSH04,PWRNGS,2047,0
RE1,PWRNGSH04,PWRNGS,2048,0
RE1,PWRNGSH04,PWRNGS,2049,0
RE1,PWRNGSH04,PWRNGS,2050,0
RE1,PWRNGSI01,PWRNGS,2017,0
RE1,PWRNGSI01,PWRNGS,2018,0
RE1,PWRNGSI01,PWRNGS,2019,0
RE1,PWRNGSI01,PWRNGS,2020,0
RE1,PWRNGSI01,PWRNGS,2021,0
RE1,PWRNGSI01,PWRNGS,2022,0
RE1,PWRNGSI01,PWRNGS,2023,0
RE1,PWRNGSI01,PWRNGS,2024,0
RE1,PWRNGSI01,PWRNGS,2025,0
RE1,PWRNGSI01,PWRNGS,2026,0
RE1,PWRNGSI01,PWRNGS,2027,0
RE1,PWRNGSI01,PWRNGS,2028,0
RE1,PWRNGSI01,PWRNGS,2029,0
RE1,PWRNGSI01,PWRNGS,2030,0
RE1,PWRNGSI01,PWRNGS,2031,0
RE1,PWRNGSI01,PWRNGS,2032,0
RE1,PWRNGSI01,PWRNGS,2033,0
RE1,PWRNGSI01,PWRNGS,2034,0
RE1,PWRNGSI01,PWRNGS,2035,0
RE1,PWRNGSI01,PWRNGS,2036,0
RE1,PWRNGSI01,PWRNGS,2037,0
RE1,PWRNGSI01,PWRNGS,2038,0
RE1,PWRNGSI01,PWRNGS,2039,0
RE1,PWRNGSI01,PWRNGS,2040,0
RE1,PWRNGSI01,PWRNGS,2041,0
RE1,PWRNGSI01,PWRNGS,2042,0
RE1,PWRNGSI01,PWRNGS,2043,0
RE1,PWRNGSI01,PWRNGS,2044,0
RE1,PWRNGSI01,PWRNGS,2045,0
RE1,PWRNGSI01,PWRNGS,2046,0
RE1,PWRNGSI01,PWRNGS,2047,0
RE1,PWRNGSI01,PWRNGS,2048,0
RE1,PWRNGSI01,PWRNGS,2049,0
RE1,PWRNGSI01,PWRNGS,2050,0
RE1,PWRNGSP01,PWRNGS,2017,0
RE1,PWRNGSP01,PWRNGS,2018,0
RE1,PWRNGSP01,PWRNGS,2019,0
RE1,PWRNGSP01,PWRNGS,2020,0
RE1,PWRNGSP01,PWRNGS,2021,0
RE1,PWRNGSP01,PWRNGS,2022,0
RE1,PWRNGSP01,PWRNGS,2023,0
RE1,PWRNGSP01,PWRNGS,2024,0
RE1,PWRNGSP01,PWRNGS,2025,0
RE1,PWRNGSP01,PWRNGS,2026,0
RE1,PWRNGSP01,PWRNGS,2027,0
RE1,PWRNGSP01,PWRNGS,2028,0
RE1,PWRNGSP01,PWRNGS,2029,0
RE1,PWRNGSP01,PWRNGS,2030,0
RE1,PWRNGSP01,PWRNGS,2031,0
RE1,PWRNGSP01,PWRNGS,2032,0
RE1,PWRNGSP01,PWRNGS,2033,0
RE1,PWRNGSP01,PWRNGS,2034,0
RE1,PWRNGSP01,PWRNGS,2035,0
RE1,PWRNGSP01,PWRNGS,2036,0
RE1,PWRNGSP01,PWRNGS,2037,0
RE1,PWRNGSP01,PWRNGS,2038,0
RE1,PWRNGSP01,PWRNGS,2039,0
RE1,PWRNGSP01,PWRNGS,2040,0
RE1,PWRNGSP01,PWRNGS,2041,0
RE1,PWRNGSP01,PWRNGS,2042,0
RE1,PWRNGSP01,PWRNGS,2043,0
RE1,PWRNGSP01,PWRNGS,2044,0
RE1,PWRNGSP01,PWRNGS,2045,0
RE1,PWRNGSP01,PWRNGS,2046,0
RE1,PWRNGSP01,PWRNGS,2047,0
RE1,PWRNGSP01,PWRNGS,2048,0
RE1,PWRNGSP01,PWRNGS,2049,0
RE1,PWRNGSP01,PWRNGS,2050,0
RE1,PWRPCKF01,PWRPCK,2017,0
RE1,PWRPCKF01,PWRPCK,2018,0
RE1,PWRPCKF01,PWRPCK,2019,0
RE1,PWRPCKF01,PWRPCK,2020,0
RE1,PWRPCKF01,PWRPCK,2021,0
RE1,PWRPCKF01,PWRPCK,2022,0
RE1,PWRPCKF01,PWRPCK,2023,0
RE1,PWRPCKF01,PWRPCK,2024,0
RE1,PWRPCKF01,PWRPCK,2025,0
RE1,PWRPCKF01,PWRPCK,2026,0
RE1,PWRPCKF01,PWRPCK,2027,0
RE1,PWRPCKF01,PWRPCK,2028,0
RE1,PWRPCKF01,PWRPCK,2029,0
RE1,PWRPCKF01,PWRPCK,2030,0
RE1,PWRPCKF01,PWRPCK,2031,0
RE1,PWRPCKF01,PWRPCK,2032,0
RE1,PWRPCKF01,PWRPCK,2033,0
RE1,PWRPCKF01,PWRPCK,2034,0
RE1,PWRPCKF01,PWRPCK,2035,0
RE1,PWRPCKF01,PWRPCK,2036,0
RE1,PWRPCKF01,PWRPCK,2037,0
RE1,PWRPCKF01,PWRPCK,2038,0
RE1,PWRPCKF01,PWRPCK,2039,0
RE1,PWRPCKF01,PWRPCK,2040,0
RE1,PWRPCKF01,PWRPCK,2041,0
RE1,PWRPCKF01,PWRPCK,2042,0
RE1,PWRPCKF01,PWRPCK,2043,0
RE1,PWRPCKF01,PWRPCK,2044,0
RE1,PWRPCKF01,PWRPCK,2045,0
RE1,PWRPCKF01,PWRPCK,2046,0
RE1,PWRPCKF01,PWRPCK,2047,0
RE1,PWRPCKF01,PWRPCK,2048,0
RE1,PWRPCKF01,PWRPCK,2049,0
RE1,PWRPCKF01,PWRPCK,2050,0
RE1,PWRSOLA01,PWRSOL,2017,0
RE1,PWRSOLA01,PWRSOL,2018,0
RE1,PWRSOLA01,PWRSOL,2019,0
RE1,PWRSOLA01,PWRSOL,2020,0
RE1,PWRSOLA01,PWRSOL,2021,0
RE1,PWRSOLA01,PWRSOL,2022,0
RE1,PWRSOLA01,PWRSOL,2023,0
RE1,PWRSOLA01,PWRSOL,2024,0
RE1,PWRSOLA01,PWRSOL,2025,0
RE1,PWRSOLA01,PWRSOL,2026,0
RE1,PWRSOLA01,PWRSOL,2027,0
RE1,PWRSOLA01,PWRSOL,2028,0
RE1,PWRSOLA01,PWRSOL,2029,0
