r,l,t,f,y,RateOfProductionByTechnology
"RE1","S21","PWRGAS","HYD",2038,0
"RE1","S21","PWRGAS","HYD",2039,0
"RE1","S21","PWRGAS","HYD",2040,0
"RE1","S21","PWRTRN","COA",2020,0
"RE1","S21","PWRTRN","COA",2021,0
"RE1","S21","PWRTRN","COA",2022,0
"RE1","S21","PWRTRN","COA",2023,0
"RE1","S21","PWRTRN","COA",2024,0
"RE1","S21","PWRTRN","COA",2025,0
"RE1","S21","PWRTRN","COA",2026,0
"RE1","S21","PWRTRN","COA",2027,0
"RE1","S21","PWRTRN","COA",2028,0
"RE1","S21","PWRTRN","COA",2029,0
"RE1","S21","PWRTRN","COA",2030,0
"RE1","S21","PWRTRN","COA",2031,0
"RE1","S21","PWRTRN","COA",2032,0
"RE1","S21","PWRTRN","COA",2033,0
"RE1","S21","PWRTRN","COA",2034,0
"RE1","S21","PWRTRN","COA",2035,0
"RE1","S21","PWRTRN","COA",2036,0
"RE1","S21","PWRTRN","COA",2037,0
"RE1","S21","PWRTRN","COA",2038,0
"RE1","S21","PWRTRN","COA",2039,0
"RE1","S21","PWRTRN","COA",2040,0
"RE1","S21","PWRTRN","GAS",2020,0
"RE1","S21","PWRTRN","GAS",2021,0
"RE1","S21","PWRTRN","GAS",2022,0
"RE1","S21","PWRTRN","GAS",2023,0
"RE1","S21","PWRTRN","GAS",2024,0
"RE1","S21","PWRTRN","GAS",2025,0
"RE1","S21","PWRTRN","GAS",2026,0
"RE1","S21","PWRTRN","GAS",2027,0
"RE1","S21","PWRTRN","GAS",2028,0
"RE1","S21","PWRTRN","GAS",2029,0
"RE1","S21","PWRTRN","GAS",2030,0
"RE1","S21","PWRTRN","GAS",2031,0
"RE1","S21","PWRTRN","GAS",2032,0
"RE1","S21","PWRTRN","GAS",2033,0
"RE1","S21","PWRTRN","GAS",2034,0
"RE1","S21","PWRTRN","GAS",2035,0
"RE1","S21","PWRTRN","GAS",2036,0
"RE1","S21","PWRTRN","GAS",2037,0
"RE1","S21","PWRTRN","GAS",2038,0
"RE1","S21","PWRTRN","GAS",2039,0
"RE1","S21","PWRTRN","GAS",2040,0
"RE1","S21","PWRTRN","ELC001",2020,0
"RE1","S21","PWRTRN","ELC001",2021,0
"RE1","S21","PWRTRN","ELC001",2022,0
"RE1","S21","PWRTRN","ELC001",2023,0
"RE1","S21","PWRTRN","ELC001",2024,0
"RE1","S21","PWRTRN","ELC001",2025,0
"RE1","S21","PWRTRN","ELC001",2026,0
"RE1","S21","PWRTRN","ELC001",2027,0
"RE1","S21","PWRTRN","ELC001",2028,0
"RE1","S21","PWRTRN","ELC001",2029,0
"RE1","S21","PWRTRN","ELC001",2030,0
"RE1","S21","PWRTRN","ELC001",2031,0
"RE1","S21","PWRTRN","ELC001",2032,0
"RE1","S21","PWRTRN","ELC001",2033,0
"RE1","S21","PWRTRN","ELC001",2034,0
"RE1","S21","PWRTRN","ELC001",2035,0
"RE1","S21","PWRTRN","ELC001",2036,0
"RE1","S21","PWRTRN","ELC001",2037,0
"RE1","S21","PWRTRN","ELC001",2038,0
"RE1","S21","PWRTRN","ELC001",2039,0
"RE1","S21","PWRTRN","ELC001",2040,0
"RE1","S21","PWRTRN","ELC002",2020,92.4688057040998
"RE1","S21","PWRTRN","ELC002",2021,95.2428698752228
"RE1","S21","PWRTRN","ELC002",2022,98.1001559714795
"RE1","S21","PWRTRN","ELC002",2023,101.043160650624
"RE1","S21","PWRTRN","ELC002",2024,104.074455470143
"RE1","S21","PWRTRN","ELC002",2025,107.196689106506
"RE1","S21","PWRTRN","ELC002",2026,110.412589851827
"RE1","S21","PWRTRN","ELC002",2027,113.724967463235
"RE1","S21","PWRTRN","ELC002",2028,117.136716491756
"RE1","S21","PWRTRN","ELC002",2029,120.650818039216
"RE1","S21","PWRTRN","ELC002",2030,124.270342532308
"RE1","S21","PWRTRN","ELC002",2031,127.998452866533
"RE1","S21","PWRTRN","ELC002",2032,131.838406440508
"RE1","S21","PWRTRN","ELC002",2033,135.793558577317
"RE1","S21","PWRTRN","ELC002",2034,139.867365391043
"RE1","S21","PWRTRN","ELC002",2035,144.063386375891
"RE1","S21","PWRTRN","ELC002",2036,148.385287920009
"RE1","S21","PWRTRN","ELC002",2037,152.836846541889
"RE1","S21","PWRTRN","ELC002",2038,157.421951941845
"RE1","S21","PWRTRN","ELC002",2039,162.14461051582
"RE1","S21","PWRTRN","ELC002",2040,167.008948869207
"RE1","S21","PWRTRN","SOL",2020,0
"RE1","S21","PWRTRN","SOL",2021,0
"RE1","S21","PWRTRN","SOL",2022,0
"RE1","S21","PWRTRN","SOL",2023,0
"RE1","S21","PWRTRN","SOL",2024,0
"RE1","S21","PWRTRN","SOL",2025,0
"RE1","S21","PWRTRN","SOL",2026,0
"RE1","S21","PWRTRN","SOL",2027,0
"RE1","S21","PWRTRN","SOL",2028,0
"RE1","S21","PWRTRN","SOL",2029,0
"RE1","S21","PWRTRN","SOL",2030,0
"RE1","S21","PWRTRN","SOL",2031,0
"RE1","S21","PWRTRN","SOL",2032,0
"RE1","S21","PWRTRN","SOL",2033,0
"RE1","S21","PWRTRN","SOL",2034,0
"RE1","S21","PWRTRN","SOL",2035,0
"RE1","S21","PWRTRN","SOL",2036,0
"RE1","S21","PWRTRN","SOL",2037,0
"RE1","S21","PWRTRN","SOL",2038,0
"RE1","S21","PWRTRN","SOL",2039,0
"RE1","S21","PWRTRN","SOL",2040,0
"RE1","S21","PWRTRN","WND",2020,0
"RE1","S21","PWRTRN","WND",2021,0
"RE1","S21","PWRTRN","WND",2022,0
"RE1","S21","PWRTRN","WND",2023,0
"RE1","S21","PWRTRN","WND",2024,0
"RE1","S21","PWRTRN","WND",2025,0
"RE1","S21","PWRTRN","WND",2026,0
"RE1","S21","PWRTRN","WND",2027,0
"RE1","S21","PWRTRN","WND",2028,0
"RE1","S21","PWRTRN","WND",2029,0
"RE1","S21","PWRTRN","WND",2030,0
"RE1","S21","PWRTRN","WND",2031,0
"RE1","S21","PWRTRN","WND",2032,0
"RE1","S21","PWRTRN","WND",2033,0
"RE1","S21","PWRTRN","WND",2034,0
"RE1","S21","PWRTRN","WND",2035,0
"RE1","S21","PWRTRN","WND",2036,0
"RE1","S21","PWRTRN","WND",2037,0
"RE1","S21","PWRTRN","WND",2038,0
"RE1","S21","PWRTRN","WND",2039,0
"RE1","S21","PWRTRN","WND",2040,0
"RE1","S21","PWRTRN","HYD",2020,0
"RE1","S21","PWRTRN","HYD",2021,0
"RE1","S21","PWRTRN","HYD",2022,0
"RE1","S21","PWRTRN","HYD",2023,0
"RE1","S21","PWRTRN","HYD",2024,0
"RE1","S21","PWRTRN","HYD",2025,0
"RE1","S21","PWRTRN","HYD",2026,0
"RE1","S21","PWRTRN","HYD",2027,0
"RE1","S21","PWRTRN","HYD",2028,0
"RE1","S21","PWRTRN","HYD",2029,0
"RE1","S21","PWRTRN","HYD",2030,0
"RE1","S21","PWRTRN","HYD",2031,0
"RE1","S21","PWRTRN","HYD",2032,0
"RE1","S21","PWRTRN","HYD",2033,0
"RE1","S21","PWRTRN","HYD",2034,0
"RE1","S21","PWRTRN","HYD",2035,0
"RE1","S21","PWRTRN","HYD",2036,0
"RE1","S21","PWRTRN","HYD",2037,0
"RE1","S21","PWRTRN","HYD",2038,0
"RE1","S21","PWRTRN","HYD",2039,0
"RE1","S21","PWRTRN","HYD",2040,0
"RE1","S21","MINSOL","COA",2020,0
"RE1","S21","MINSOL","COA",2021,0
"RE1","S21","MINSOL","COA",2022,0
"RE1","S21","MINSOL","COA",2023,0
"RE1","S21","MINSOL","COA",2024,0
"RE1","S21","MINSOL","COA",2025,0
"RE1","S21","MINSOL","COA",2026,0
"RE1","S21","MINSOL","COA",2027,0
"RE1","S21","MINSOL","COA",2028,0
"RE1","S21","MINSOL","COA",2029,0
"RE1","S21","MINSOL","COA",2030,0
"RE1","S21","MINSOL","COA",2031,0
"RE1","S21","MINSOL","COA",2032,0
"RE1","S21","MINSOL","COA",2033,0
"RE1","S21","MINSOL","COA",2034,0
"RE1","S21","MINSOL","COA",2035,0
"RE1","S21","MINSOL","COA",2036,0
"RE1","S21","MINSOL","COA",2037,0
"RE1","S21","MINSOL","COA",2038,0
"RE1","S21","MINSOL","COA",2039,0
"RE1","S21","MINSOL","COA",2040,0
"RE1","S21","MINSOL","GAS",2020,0
"RE1","S21","MINSOL","GAS",2021,0
"RE1","S21","MINSOL","GAS",2022,0
"RE1","S21","MINSOL","GAS",2023,0
"RE1","S21","MINSOL","GAS",2024,0
"RE1","S21","MINSOL","GAS",2025,0
"RE1","S21","MINSOL","GAS",2026,0
"RE1","S21","MINSOL","GAS",2027,0
"RE1","S21","MINSOL","GAS",2028,0
"RE1","S21","MINSOL","GAS",2029,0
"RE1","S21","MINSOL","GAS",2030,0
"RE1","S21","MINSOL","GAS",2031,0
"RE1","S21","MINSOL","GAS",2032,0
"RE1","S21","MINSOL","GAS",2033,0
"RE1","S21","MINSOL","GAS",2034,0
"RE1","S21","MINSOL","GAS",2035,0
"RE1","S21","MINSOL","GAS",2036,0
"RE1","S21","MINSOL","GAS",2037,0
"RE1","S21","MINSOL","GAS",2038,0
"RE1","S21","MINSOL","GAS",2039,0
"RE1","S21","MINSOL","GAS",2040,0
"RE1","S21","MINSOL","ELC001",2020,0
"RE1","S21","MINSOL","ELC001",2021,0
"RE1","S21","MINSOL","ELC001",2022,0
"RE1","S21","MINSOL","ELC001",2023,0
"RE1","S21","MINSOL","ELC001",2024,0
"RE1","S21","MINSOL","ELC001",2025,0
"RE1","S21","MINSOL","ELC001",2026,0
"RE1","S21","MINSOL","ELC001",2027,0
"RE1","S21","MINSOL","ELC001",2028,0
"RE1","S21","MINSOL","ELC001",2029,0
"RE1","S21","MINSOL","ELC001",2030,0
"RE1","S21","MINSOL","ELC001",2031,0
"RE1","S21","MINSOL","ELC001",2032,0
"RE1","S21","MINSOL","ELC001",2033,0
"RE1","S21","MINSOL","ELC001",2034,0
"RE1","S21","MINSOL","ELC001",2035,0
"RE1","S21","MINSOL","ELC001",2036,0
"RE1","S21","MINSOL","ELC001",2037,0
"RE1","S21","MINSOL","ELC001",2038,0
"RE1","S21","MINSOL","ELC001",2039,0
"RE1","S21","MINSOL","ELC001",2040,0
"RE1","S21","MINSOL","ELC002",2020,0
"RE1","S21","MINSOL","ELC002",2021,0
"RE1","S21","MINSOL","ELC002",2022,0
"RE1","S21","MINSOL","ELC002",2023,0
"RE1","S21","MINSOL","ELC002",2024,0
"RE1","S21","MINSOL","ELC002",2025,0
"RE1","S21","MINSOL","ELC002",2026,0
"RE1","S21","MINSOL","ELC002",2027,0
"RE1","S21","MINSOL","ELC002",2028,0
"RE1","S21","MINSOL","ELC002",2029,0
"RE1","S21","MINSOL","ELC002",2030,0
"RE1","S21","MINSOL","ELC002",2031,0
"RE1","S21","MINSOL","ELC002",2032,0
"RE1","S21","MINSOL","ELC002",2033,0
"RE1","S21","MINSOL","ELC002",2034,0
"RE1","S21","MINSOL","ELC002",2035,0
"RE1","S21","MINSOL","ELC002",2036,0
"RE1","S21","MINSOL","ELC002",2037,0
"RE1","S21","MINSOL","ELC002",2038,0
"RE1","S21","MINSOL","ELC002",2039,0
"RE1","S21","MINSOL","ELC002",2040,0
"RE1","S21","MINSOL","SOL",2020,13.4135472370767
"RE1","S21","MINSOL","SOL",2021,13.815953654189
"RE1","S21","MINSOL","SOL",2022,14.2304322638146
"RE1","S21","MINSOL","SOL",2023,14.657345231729
"RE1","S21","MINSOL","SOL",2024,15.0970655886809
"RE1","S21","MINSOL","SOL",2025,15.5499775523173
"RE1","S21","MINSOL","SOL",2026,16.0164768893494
"RE1","S21","MINSOL","SOL",2027,16.4969711838236
"RE1","S21","MINSOL","SOL",2028,16.9918803200089
"RE1","S21","MINSOL","SOL",2029,17.5016367372549
"RE1","S21","MINSOL","SOL",2030,18.0266858323975
"RE1","S21","MINSOL","SOL",2031,18.56748641582
"RE1","S21","MINSOL","SOL",2032,19.1245110065509
"RE1","S21","MINSOL","SOL",2033,19.6982463285651
"RE1","S21","MINSOL","SOL",2034,20.2891937266043
"RE1","S21","MINSOL","SOL",2035,20.8978695417559
"RE1","S21","MINSOL","SOL",2036,21.5248056211676
"RE1","S21","MINSOL","SOL",2037,22.1705497875223
"RE1","S21","MINSOL","SOL",2038,22.8356662816846
"RE1","S21","MINSOL","SOL",2039,23.5207362724154
"RE1","S21","MINSOL","SOL",2040,24.2263583660873
"RE1","S21","MINSOL","WND",2020,0
"RE1","S21","MINSOL","WND",2021,0
"RE1","S21","MINSOL","WND",2022,0
"RE1","S21","MINSOL","WND",2023,0
"RE1","S21","MINSOL","WND",2024,0
"RE1","S21","MINSOL","WND",2025,0
"RE1","S21","MINSOL","WND",2026,0
"RE1","S21","MINSOL","WND",2027,0
"RE1","S21","MINSOL","WND",2028,0
"RE1","S21","MINSOL","WND",2029,0
"RE1","S21","MINSOL","WND",2030,0
"RE1","S21","MINSOL","WND",2031,0
"RE1","S21","MINSOL","WND",2032,0
"RE1","S21","MINSOL","WND",2033,0
"RE1","S21","MINSOL","WND",2034,0
"RE1","S21","MINSOL","WND",2035,0
"RE1","S21","MINSOL","WND",2036,0
"RE1","S21","MINSOL","WND",2037,0
"RE1","S21","MINSOL","WND",2038,0
"RE1","S21","MINSOL","WND",2039,0
"RE1","S21","MINSOL","WND",2040,0
"RE1","S21","MINSOL","HYD",2020,0
"RE1","S21","MINSOL","HYD",2021,0
"RE1","S21","MINSOL","HYD",2022,0
"RE1","S21","MINSOL","HYD",2023,0
"RE1","S21","MINSOL","HYD",2024,0
"RE1","S21","MINSOL","HYD",2025,0
"RE1","S21","MINSOL","HYD",2026,0
"RE1","S21","MINSOL","HYD",2027,0
"RE1","S21","MINSOL","HYD",2028,0
"RE1","S21","MINSOL","HYD",2029,0
"RE1","S21","MINSOL","HYD",2030,0
"RE1","S21","MINSOL","HYD",2031,0
"RE1","S21","MINSOL","HYD",2032,0
"RE1","S21","MINSOL","HYD",2033,0
"RE1","S21","MINSOL","HYD",2034,0
"RE1","S21","MINSOL","HYD",2035,0
"RE1","S21","MINSOL","HYD",2036,0
"RE1","S21","MINSOL","HYD",2037,0
"RE1","S21","MINSOL","HYD",2038,0
"RE1","S21","MINSOL","HYD",2039,0
"RE1","S21","MINSOL","HYD",2040,0
"RE1","S21","MINWND","COA",2020,0
"RE1","S21","MINWND","COA",2021,0
"RE1","S21","MINWND","COA",2022,0
"RE1","S21","MINWND","COA",2023,0
"RE1","S21","MINWND","COA",2024,0
"RE1","S21","MINWND","COA",2025,0
"RE1","S21","MINWND","COA",2026,0
"RE1","S21","MINWND","COA",2027,0
"RE1","S21","MINWND","COA",2028,0
"RE1","S21","MINWND","COA",2029,0
"RE1","S21","MINWND","COA",2030,0
"RE1","S21","MINWND","COA",2031,0
"RE1","S21","MINWND","COA",2032,0
"RE1","S21","MINWND","COA",2033,0
"RE1","S21","MINWND","COA",2034,0
"RE1","S21","MINWND","COA",2035,0
"RE1","S21","MINWND","COA",2036,0
"RE1","S21","MINWND","COA",2037,0
"RE1","S21","MINWND","COA",2038,0
"RE1","S21","MINWND","COA",2039,0
"RE1","S21","MINWND","COA",2040,0
"RE1","S21","MINWND","GAS",2020,0
"RE1","S21","MINWND","GAS",2021,0
"RE1","S21","MINWND","GAS",2022,0
"RE1","S21","MINWND","GAS",2023,0
"RE1","S21","MINWND","GAS",2024,0
"RE1","S21","MINWND","GAS",2025,0
"RE1","S21","MINWND","GAS",2026,0
"RE1","S21","MINWND","GAS",2027,0
"RE1","S21","MINWND","GAS",2028,0
"RE1","S21","MINWND","GAS",2029,0
"RE1","S21","MINWND","GAS",2030,0
"RE1","S21","MINWND","GAS",2031,0
"RE1","S21","MINWND","GAS",2032,0
"RE1","S21","MINWND","GAS",2033,0
"RE1","S21","MINWND","GAS",2034,0
"RE1","S21","MINWND","GAS",2035,0
"RE1","S21","MINWND","GAS",2036,0
"RE1","S21","MINWND","GAS",2037,0
"RE1","S21","MINWND","GAS",2038,0
"RE1","S21","MINWND","GAS",2039,0
"RE1","S21","MINWND","GAS",2040,0
"RE1","S21","MINWND","ELC001",2020,0
"RE1","S21","MINWND","ELC001",2021,0
"RE1","S21","MINWND","ELC001",2022,0
"RE1","S21","MINWND","ELC001",2023,0
"RE1","S21","MINWND","ELC001",2024,0
"RE1","S21","MINWND","ELC001",2025,0
"RE1","S21","MINWND","ELC001",2026,0
"RE1","S21","MINWND","ELC001",2027,0
"RE1","S21","MINWND","ELC001",2028,0
"RE1","S21","MINWND","ELC001",2029,0
"RE1","S21","MINWND","ELC001",2030,0
"RE1","S21","MINWND","ELC001",2031,0
"RE1","S21","MINWND","ELC001",2032,0
"RE1","S21","MINWND","ELC001",2033,0
"RE1","S21","MINWND","ELC001",2034,0
"RE1","S21","MINWND","ELC001",2035,0
"RE1","S21","MINWND","ELC001",2036,0
"RE1","S21","MINWND","ELC001",2037,0
"RE1","S21","MINWND","ELC001",2038,0
"RE1","S21","MINWND","ELC001",2039,0
"RE1","S21","MINWND","ELC001",2040,0
"RE1","S21","MINWND","ELC002",2020,0
"RE1","S21","MINWND","ELC002",2021,0
"RE1","S21","MINWND","ELC002",2022,0
"RE1","S21","MINWND","ELC002",2023,0
"RE1","S21","MINWND","ELC002",2024,0
"RE1","S21","MINWND","ELC002",2025,0
"RE1","S21","MINWND","ELC002",2026,0
"RE1","S21","MINWND","ELC002",2027,0
"RE1","S21","MINWND","ELC002",2028,0
"RE1","S21","MINWND","ELC002",2029,0
"RE1","S21","MINWND","ELC002",2030,0
"RE1","S21","MINWND","ELC002",2031,0
"RE1","S21","MINWND","ELC002",2032,0
"RE1","S21","MINWND","ELC002",2033,0
"RE1","S21","MINWND","ELC002",2034,0
"RE1","S21","MINWND","ELC002",2035,0
"RE1","S21","MINWND","ELC002",2036,0
"RE1","S21","MINWND","ELC002",2037,0
"RE1","S21","MINWND","ELC002",2038,0
"RE1","S21","MINWND","ELC002",2039,0
"RE1","S21","MINWND","ELC002",2040,0
"RE1","S21","MINWND","SOL",2020,0
"RE1","S21","MINWND","SOL",2021,0
"RE1","S21","MINWND","SOL",2022,0
"RE1","S21","MINWND","SOL",2023,0
"RE1","S21","MINWND","SOL",2024,0
"RE1","S21","MINWND","SOL",2025,0
"RE1","S21","MINWND","SOL",2026,0
"RE1","S21","MINWND","SOL",2027,0
"RE1","S21","MINWND","SOL",2028,0
"RE1","S21","MINWND","SOL",2029,0
"RE1","S21","MINWND","SOL",2030,0
"RE1","S21","MINWND","SOL",2031,0
"RE1","S21","MINWND","SOL",2032,0
"RE1","S21","MINWND","SOL",2033,0
"RE1","S21","MINWND","SOL",2034,0
"RE1","S21","MINWND","SOL",2035,0
"RE1","S21","MINWND","SOL",2036,0
"RE1","S21","MINWND","SOL",2037,0
"RE1","S21","MINWND","SOL",2038,0
"RE1","S21","MINWND","SOL",2039,0
"RE1","S21","MINWND","SOL",2040,0
"RE1","S21","MINWND","WND",2020,0
"RE1","S21","MINWND","WND",2021,0
"RE1","S21","MINWND","WND",2022,0
"RE1","S21","MINWND","WND",2023,0
"RE1","S21","MINWND","WND",2024,0
"RE1","S21","MINWND","WND",2025,0
"RE1","S21","MINWND","WND",2026,0
"RE1","S21","MINWND","WND",2027,0
"RE1","S21","MINWND","WND",2028,0
"RE1","S21","MINWND","WND",2029,0
"RE1","S21","MINWND","WND",2030,0
"RE1","S21","MINWND","WND",2031,0
"RE1","S21","MINWND","WND",2032,0
"RE1","S21","MINWND","WND",2033,0
"RE1","S21","MINWND","WND",2034,0
"RE1","S21","MINWND","WND",2035,0
"RE1","S21","MINWND","WND",2036,0
"RE1","S21","MINWND","WND",2037,0
"RE1","S21","MINWND","WND",2038,0
"RE1","S21","MINWND","WND",2039,0
"RE1","S21","MINWND","WND",2040,0
"RE1","S21","MINWND","HYD",2020,0
"RE1","S21","MINWND","HYD",2021,0
"RE1","S21","MINWND","HYD",2022,0
"RE1","S21","MINWND","HYD",2023,0
"RE1","S21","MINWND","HYD",2024,0
"RE1","S21","MINWND","HYD",2025,0
"RE1","S21","MINWND","HYD",2026,0
"RE1","S21","MINWND","HYD",2027,0
"RE1","S21","MINWND","HYD",2028,0
"RE1","S21","MINWND","HYD",2029,0
"RE1","S21","MINWND","HYD",2030,0
"RE1","S21","MINWND","HYD",2031,0
"RE1","S21","MINWND","HYD",2032,0
"RE1","S21","MINWND","HYD",2033,0
"RE1","S21","MINWND","HYD",2034,0
"RE1","S21","MINWND","HYD",2035,0
"RE1","S21","MINWND","HYD",2036,0
"RE1","S21","MINWND","HYD",2037,0
"RE1","S21","MINWND","HYD",2038,0
"RE1","S21","MINWND","HYD",2039,0
"RE1","S21","MINWND","HYD",2040,0
"RE1","S21","PWRSOL","COA",2020,0
"RE1","S21","PWRSOL","COA",2021,0
"RE1","S21","PWRSOL","COA",2022,0
"RE1","S21","PWRSOL","COA",2023,0
"RE1","S21","PWRSOL","COA",2024,0
"RE1","S21","PWRSOL","COA",2025,0
"RE1","S21","PWRSOL","COA",2026,0
"RE1","S21","PWRSOL","COA",2027,0
"RE1","S21","PWRSOL","COA",2028,0
"RE1","S21","PWRSOL","COA",2029,0
"RE1","S21","PWRSOL","COA",2030,0
"RE1","S21","PWRSOL","COA",2031,0
"RE1","S21","PWRSOL","COA",2032,0
"RE1","S21","PWRSOL","COA",2033,0
"RE1","S21","PWRSOL","COA",2034,0
"RE1","S21","PWRSOL","COA",2035,0
"RE1","S21","PWRSOL","COA",2036,0
"RE1","S21","PWRSOL","COA",2037,0
"RE1","S21","PWRSOL","COA",2038,0
"RE1","S21","PWRSOL","COA",2039,0
"RE1","S21","PWRSOL","COA",2040,0
"RE1","S21","PWRSOL","GAS",2020,0
"RE1","S21","PWRSOL","GAS",2021,0
"RE1","S21","PWRSOL","GAS",2022,0
"RE1","S21","PWRSOL","GAS",2023,0
"RE1","S21","PWRSOL","GAS",2024,0
"RE1","S21","PWRSOL","GAS",2025,0
"RE1","S21","PWRSOL","GAS",2026,0
"RE1","S21","PWRSOL","GAS",2027,0
"RE1","S21","PWRSOL","GAS",2028,0
"RE1","S21","PWRSOL","GAS",2029,0
"RE1","S21","PWRSOL","GAS",2030,0
"RE1","S21","PWRSOL","GAS",2031,0
"RE1","S21","PWRSOL","GAS",2032,0
"RE1","S21","PWRSOL","GAS",2033,0
"RE1","S21","PWRSOL","GAS",2034,0
"RE1","S21","PWRSOL","GAS",2035,0
"RE1","S21","PWRSOL","GAS",2036,0
"RE1","S21","PWRSOL","GAS",2037,0
"RE1","S21","PWRSOL","GAS",2038,0
"RE1","S21","PWRSOL","GAS",2039,0
"RE1","S21","PWRSOL","GAS",2040,0
"RE1","S21","PWRSOL","ELC001",2020,0
"RE1","S21","PWRSOL","ELC001",2021,0
"RE1","S21","PWRSOL","ELC001",2022,0
"RE1","S21","PWRSOL","ELC001",2023,0
"RE1","S21","PWRSOL","ELC001",2024,0
"RE1","S21","PWRSOL","ELC001",2025,0
"RE1","S21","PWRSOL","ELC001",2026,0
"RE1","S21","PWRSOL","ELC001",2027,0
"RE1","S21","PWRSOL","ELC001",2028,0
"RE1","S21","PWRSOL","ELC001",2029,0
"RE1","S21","PWRSOL","ELC001",2030,0
"RE1","S21","PWRSOL","ELC001",2031,0
"RE1","S21","PWRSOL","ELC001",2032,0
"RE1","S21","PWRSOL","ELC001",2033,0
"RE1","S21","PWRSOL","ELC001",2034,0
"RE1","S21","PWRSOL","ELC001",2035,0
"RE1","S21","PWRSOL","ELC001",2036,0
"RE1","S21","PWRSOL","ELC001",2037,0
"RE1","S21","PWRSOL","ELC001",2038,0
"RE1","S21","PWRSOL","ELC001",2039,0
"RE1","S21","PWRSOL","ELC001",2040,0
"RE1","S21","PWRSOL","ELC002",2020,13.4135472370767
"RE1","S21","PWRSOL","ELC002",2021,13.815953654189
"RE1","S21","PWRSOL","ELC002",2022,14.2304322638146
"RE1","S21","PWRSOL","ELC002",2023,14.657345231729
"RE1","S21","PWRSOL","ELC002",2024,15.0970655886809
"RE1","S21","PWRSOL","ELC002",2025,15.5499775523173
"RE1","S21","PWRSOL","ELC002",2026,16.0164768893494
"RE1","S21","PWRSOL","ELC002",2027,16.4969711838236
"RE1","S21","PWRSOL","ELC002",2028,16.9918803200089
"RE1","S21","PWRSOL","ELC002",2029,17.5016367372549
"RE1","S21","PWRSOL","ELC002",2030,18.0266858323975
"RE1","S21","PWRSOL","ELC002",2031,18.56748641582
"RE1","S21","PWRSOL","ELC002",2032,19.1245110065509
"RE1","S21","PWRSOL","ELC002",2033,19.6982463285651
"RE1","S21","PWRSOL","ELC002",2034,20.2891937266043
"RE1","S21","PWRSOL","ELC002",2035,20.8978695417559
"RE1","S21","PWRSOL","ELC002",2036,21.5248056211676
"RE1","S21","PWRSOL","ELC002",2037,22.1705497875223
"RE1","S21","PWRSOL","ELC002",2038,22.8356662816846
"RE1","S21","PWRSOL","ELC002",2039,23.5207362724154
"RE1","S21","PWRSOL","ELC002",2040,24.2263583660873
"RE1","S21","PWRSOL","SOL",2020,0
"RE1","S21","PWRSOL","SOL",2021,0
"RE1","S21","PWRSOL","SOL",2022,0
"RE1","S21","PWRSOL","SOL",2023,0
"RE1","S21","PWRSOL","SOL",2024,0
"RE1","S21","PWRSOL","SOL",2025,0
"RE1","S21","PWRSOL","SOL",2026,0
"RE1","S21","PWRSOL","SOL",2027,0
"RE1","S21","PWRSOL","SOL",2028,0
"RE1","S21","PWRSOL","SOL",2029,0
"RE1","S21","PWRSOL","SOL",2030,0
"RE1","S21","PWRSOL","SOL",2031,0
"RE1","S21","PWRSOL","SOL",2032,0
"RE1","S21","PWRSOL","SOL",2033,0
"RE1","S21","PWRSOL","SOL",2034,0
"RE1","S21","PWRSOL","SOL",2035,0
"RE1","S21","PWRSOL","SOL",2036,0
"RE1","S21","PWRSOL","SOL",2037,0
"RE1","S21","PWRSOL","SOL",2038,0
"RE1","S21","PWRSOL","SOL",2039,0
"RE1","S21","PWRSOL","SOL",2040,0
"RE1","S21","PWRSOL","WND",2020,0
"RE1","S21","PWRSOL","WND",2021,0
"RE1","S21","PWRSOL","WND",2022,0
"RE1","S21","PWRSOL","WND",2023,0
"RE1","S21","PWRSOL","WND",2024,0
"RE1","S21","PWRSOL","WND",2025,0
"RE1","S21","PWRSOL","WND",2026,0
"RE1","S21","PWRSOL","WND",2027,0
"RE1","S21","PWRSOL","WND",2028,0
"RE1","S21","PWRSOL","WND",2029,0
"RE1","S21","PWRSOL","WND",2030,0
"RE1","S21","PWRSOL","WND",2031,0
"RE1","S21","PWRSOL","WND",2032,0
"RE1","S21","PWRSOL","WND",2033,0
"RE1","S21","PWRSOL","WND",2034,0
"RE1","S21","PWRSOL","WND",2035,0
"RE1","S21","PWRSOL","WND",2036,0
"RE1","S21","PWRSOL","WND",2037,0
"RE1","S21","PWRSOL","WND",2038,0
"RE1","S21","PWRSOL","WND",2039,0
"RE1","S21","PWRSOL","WND",2040,0
"RE1","S21","PWRSOL","HYD",2020,0
"RE1","S21","PWRSOL","HYD",2021,0
"RE1","S21","PWRSOL","HYD",2022,0
"RE1","S21","PWRSOL","HYD",2023,0
"RE1","S21","PWRSOL","HYD",2024,0
"RE1","S21","PWRSOL","HYD",2025,0
"RE1","S21","PWRSOL","HYD",2026,0
"RE1","S21","PWRSOL","HYD",2027,0
"RE1","S21","PWRSOL","HYD",2028,0
"RE1","S21","PWRSOL","HYD",2029,0
"RE1","S21","PWRSOL","HYD",2030,0
"RE1","S21","PWRSOL","HYD",2031,0
"RE1","S21","PWRSOL","HYD",2032,0
"RE1","S21","PWRSOL","HYD",2033,0
"RE1","S21","PWRSOL","HYD",2034,0
"RE1","S21","PWRSOL","HYD",2035,0
